0,1,paths,img_shape
3790.jpg,Concrete,./merged_data/train/3790.jpg,"(3, 1023, 780)"
3791.jpg,Steel,./merged_data/train/3791.jpg,"(3, 836, 1236)"
3792.jpg,Plastic & fabric,./merged_data/train/3792.jpg,"(3, 154, 136)"
3793.jpg,Steel,./merged_data/train/3793.jpg,"(3, 80, 37)"
3794.jpg,Adhered,./merged_data/train/3794.jpg,"(3, 666, 440)"
3795.jpg,Steel,./merged_data/train/3795.jpg,"(3, 659, 767)"
3796.jpg,Adhered,./merged_data/train/3796.jpg,"(3, 926, 616)"
3797.jpg,Adhered,./merged_data/train/3797.jpg,"(3, 773, 531)"
3798.jpg,Steel,./merged_data/train/3798.jpg,"(3, 906, 2028)"
3799.jpg,Adhered,./merged_data/train/3799.jpg,"(3, 334, 298)"
3800.jpg,Concrete,./merged_data/train/3800.jpg,"(3, 1547, 590)"
3801.jpg,Steel,./merged_data/train/3801.jpg,"(3, 148, 94)"
3802.jpg,Steel,./merged_data/train/3802.jpg,"(3, 497, 390)"
3803.jpg,Steel,./merged_data/train/3803.jpg,"(3, 732, 556)"
3804.jpg,Concrete,./merged_data/train/3804.jpg,"(3, 1157, 1038)"
3805.jpg,Steel,./merged_data/train/3805.jpg,"(3, 847, 511)"
3806.jpg,Adhered,./merged_data/train/3806.jpg,"(3, 419, 111)"
3807.jpg,Concrete,./merged_data/train/3807.jpg,"(3, 1312, 944)"
3808.jpg,Steel,./merged_data/train/3808.jpg,"(3, 273, 112)"
3809.jpg,Steel,./merged_data/train/3809.jpg,"(3, 454, 651)"
3810.jpg,Steel,./merged_data/train/3810.jpg,"(3, 614, 470)"
3811.jpg,Steel,./merged_data/train/3811.jpg,"(3, 2017, 2008)"
3812.jpg,Ballasted,./merged_data/train/3812.jpg,"(3, 1486, 1743)"
3813.jpg,Steel,./merged_data/train/3813.jpg,"(3, 641, 659)"
3814.jpg,Ballasted,./merged_data/train/3814.jpg,"(3, 2429, 1473)"
3815.jpg,Adhered,./merged_data/train/3815.jpg,"(3, 773, 531)"
3816.jpg,Concrete,./merged_data/train/3816.jpg,"(3, 730, 802)"
3817.jpg,Concrete,./merged_data/train/3817.jpg,"(3, 1052, 2066)"
3818.jpg,Steel,./merged_data/train/3818.jpg,"(3, 254, 119)"
3819.jpg,Concrete,./merged_data/train/3819.jpg,"(3, 2077, 2416)"
3820.jpg,Plastic & fabric,./merged_data/train/3820.jpg,"(3, 551, 390)"
3821.jpg,Concrete,./merged_data/train/3821.jpg,"(3, 1714, 813)"
3822.jpg,Adhered,./merged_data/train/3822.jpg,"(3, 818, 540)"
3823.jpg,Ballasted,./merged_data/train/3823.jpg,"(3, 324, 923)"
3824.jpg,Steel,./merged_data/train/3824.jpg,"(3, 388, 841)"
3825.jpg,Concrete,./merged_data/train/3825.jpg,"(3, 2067, 1786)"
3826.jpg,Ballasted,./merged_data/train/3826.jpg,"(3, 1286, 1184)"
3827.jpg,Plastic & fabric,./merged_data/train/3827.jpg,"(3, 158, 213)"
3828.jpg,Plastic & fabric,./merged_data/train/3828.jpg,"(3, 804, 319)"
3829.jpg,Concrete,./merged_data/train/3829.jpg,"(3, 1052, 2066)"
3830.jpg,Steel,./merged_data/train/3830.jpg,"(3, 2197, 2112)"
3831.jpg,Steel,./merged_data/train/3831.jpg,"(3, 80, 37)"
3832.jpg,Plastic & fabric,./merged_data/train/3832.jpg,"(3, 215, 141)"
3833.jpg,Shingle,./merged_data/train/3833.jpg,"(3, 237, 151)"
3834.jpg,Ballasted,./merged_data/train/3834.jpg,"(3, 839, 1138)"
3835.jpg,Plastic & fabric,./merged_data/train/3835.jpg,"(3, 843, 926)"
3836.jpg,Concrete,./merged_data/train/3836.jpg,"(3, 1763, 1399)"
3837.jpg,Concrete,./merged_data/train/3837.jpg,"(3, 873, 754)"
3838.jpg,Shingle,./merged_data/train/3838.jpg,"(3, 286, 252)"
3839.jpg,Concrete,./merged_data/train/3839.jpg,"(3, 737, 2173)"
3840.jpg,Plastic & fabric,./merged_data/train/3840.jpg,"(3, 451, 185)"
3841.jpg,Steel,./merged_data/train/3841.jpg,"(3, 1465, 1065)"
3842.jpg,Steel,./merged_data/train/3842.jpg,"(3, 1977, 1454)"
3843.jpg,Shingle,./merged_data/train/3843.jpg,"(3, 808, 108)"
3844.jpg,Plastic & fabric,./merged_data/train/3844.jpg,"(3, 1580, 3331)"
3845.jpg,Concrete,./merged_data/train/3845.jpg,"(3, 1603, 2298)"
3846.jpg,Plastic & fabric,./merged_data/train/3846.jpg,"(3, 132, 247)"
3847.jpg,Steel,./merged_data/train/3847.jpg,"(3, 469, 1150)"
3848.jpg,Plastic & fabric,./merged_data/train/3848.jpg,"(3, 667, 436)"
3849.jpg,Plastic & fabric,./merged_data/train/3849.jpg,"(3, 1868, 525)"
3850.jpg,Ballasted,./merged_data/train/3850.jpg,"(3, 2541, 3089)"
3851.jpg,Shingle,./merged_data/train/3851.jpg,"(3, 314, 278)"
3852.jpg,Steel,./merged_data/train/3852.jpg,"(3, 891, 675)"
3853.jpg,Steel,./merged_data/train/3853.jpg,"(3, 350, 462)"
3854.jpg,Shingle,./merged_data/train/3854.jpg,"(3, 759, 272)"
3855.jpg,Concrete,./merged_data/train/3855.jpg,"(3, 1229, 1486)"
3856.jpg,Ballasted,./merged_data/train/3856.jpg,"(3, 966, 408)"
3857.jpg,Adhered,./merged_data/train/3857.jpg,"(3, 1238, 393)"
3858.jpg,Steel,./merged_data/train/3858.jpg,"(3, 1306, 1881)"
3859.jpg,Concrete,./merged_data/train/3859.jpg,"(3, 1784, 1547)"
3860.jpg,Steel,./merged_data/train/3860.jpg,"(3, 1562, 1300)"
3861.jpg,Plastic & fabric,./merged_data/train/3861.jpg,"(3, 623, 604)"
3862.jpg,Steel,./merged_data/train/3862.jpg,"(3, 614, 470)"
3863.jpg,Adhered,./merged_data/train/3863.jpg,"(3, 1002, 718)"
3864.jpg,Ballasted,./merged_data/train/3864.jpg,"(3, 609, 968)"
3865.jpg,Steel,./merged_data/train/3865.jpg,"(3, 621, 586)"
3866.jpg,Steel,./merged_data/train/3866.jpg,"(3, 779, 411)"
3867.jpg,Steel,./merged_data/train/3867.jpg,"(3, 449, 311)"
3868.jpg,Concrete,./merged_data/train/3868.jpg,"(3, 729, 1129)"
3869.jpg,Plastic & fabric,./merged_data/train/3869.jpg,"(3, 330, 102)"
3870.jpg,Steel,./merged_data/train/3870.jpg,"(3, 906, 2028)"
3871.jpg,Steel,./merged_data/train/3871.jpg,"(3, 983, 227)"
3872.jpg,Shingle,./merged_data/train/3872.jpg,"(3, 428, 201)"
3873.jpg,Steel,./merged_data/train/3873.jpg,"(3, 932, 670)"
3874.jpg,Shingle,./merged_data/train/3874.jpg,"(3, 459, 710)"
3875.jpg,Adhered,./merged_data/train/3875.jpg,"(3, 487, 514)"
3876.jpg,Concrete,./merged_data/train/3876.jpg,"(3, 1632, 1422)"
3877.jpg,Plastic & fabric,./merged_data/train/3877.jpg,"(3, 1854, 1016)"
3878.jpg,Steel,./merged_data/train/3878.jpg,"(3, 102, 74)"
3879.jpg,Concrete,./merged_data/train/3879.jpg,"(3, 1632, 1422)"
3880.jpg,Ballasted,./merged_data/train/3880.jpg,"(3, 1495, 1383)"
3881.jpg,Plastic & fabric,./merged_data/train/3881.jpg,"(3, 1759, 513)"
3882.jpg,Ballasted,./merged_data/train/3882.jpg,"(3, 2339, 1857)"
3883.jpg,Shingle,./merged_data/train/3883.jpg,"(3, 379, 257)"
3884.jpg,Steel,./merged_data/train/3884.jpg,"(3, 74, 43)"
3885.jpg,Concrete,./merged_data/train/3885.jpg,"(3, 383, 527)"
3886.jpg,Ballasted,./merged_data/train/3886.jpg,"(3, 1687, 934)"
3887.jpg,Plastic & fabric,./merged_data/train/3887.jpg,"(3, 144, 347)"
3888.jpg,Adhered,./merged_data/train/3888.jpg,"(3, 813, 675)"
3889.jpg,Plastic & fabric,./merged_data/train/3889.jpg,"(3, 160, 472)"
3890.jpg,Plastic & fabric,./merged_data/train/3890.jpg,"(3, 2334, 5720)"
3891.jpg,Concrete,./merged_data/train/3891.jpg,"(3, 247, 375)"
3892.jpg,Plastic & fabric,./merged_data/train/3892.jpg,"(3, 298, 227)"
3893.jpg,Ballasted,./merged_data/train/3893.jpg,"(3, 581, 574)"
3894.jpg,Adhered,./merged_data/train/3894.jpg,"(3, 193, 110)"
3895.jpg,Concrete,./merged_data/train/3895.jpg,"(3, 1229, 1486)"
3896.jpg,Shingle,./merged_data/train/3896.jpg,"(3, 584, 664)"
3897.jpg,Steel,./merged_data/train/3897.jpg,"(3, 2128, 582)"
3898.jpg,Shingle,./merged_data/train/3898.jpg,"(3, 371, 645)"
3899.jpg,Adhered,./merged_data/train/3899.jpg,"(3, 448, 244)"
3900.jpg,Steel,./merged_data/train/3900.jpg,"(3, 297, 179)"
3901.jpg,Plastic & fabric,./merged_data/train/3901.jpg,"(3, 743, 807)"
3902.jpg,Steel,./merged_data/train/3902.jpg,"(3, 170, 565)"
3903.jpg,Steel,./merged_data/train/3903.jpg,"(3, 659, 767)"
3904.jpg,Steel,./merged_data/train/3904.jpg,"(3, 1150, 270)"
3905.jpg,Steel,./merged_data/train/3905.jpg,"(3, 162, 83)"
3906.jpg,Concrete,./merged_data/train/3906.jpg,"(3, 691, 853)"
3907.jpg,Steel,./merged_data/train/3907.jpg,"(3, 672, 473)"
3908.jpg,Ballasted,./merged_data/train/3908.jpg,"(3, 609, 968)"
3909.jpg,Ballasted,./merged_data/train/3909.jpg,"(3, 975, 1015)"
3910.jpg,Concrete,./merged_data/train/3910.jpg,"(3, 1532, 968)"
3911.jpg,Shingle,./merged_data/train/3911.jpg,"(3, 223, 143)"
3912.jpg,Steel,./merged_data/train/3912.jpg,"(3, 1173, 1009)"
3913.jpg,Plastic & fabric,./merged_data/train/3913.jpg,"(3, 716, 735)"
3914.jpg,Adhered,./merged_data/train/3914.jpg,"(3, 572, 229)"
3915.jpg,Steel,./merged_data/train/3915.jpg,"(3, 614, 470)"
3916.jpg,Steel,./merged_data/train/3916.jpg,"(3, 185, 144)"
3917.jpg,Steel,./merged_data/train/3917.jpg,"(3, 652, 427)"
3918.jpg,Shingle,./merged_data/train/3918.jpg,"(3, 273, 104)"
3919.jpg,Steel,./merged_data/train/3919.jpg,"(3, 238, 200)"
3920.jpg,Steel,./merged_data/train/3920.jpg,"(3, 98, 79)"
3921.jpg,Ballasted,./merged_data/train/3921.jpg,"(3, 1564, 754)"
3922.jpg,Adhered,./merged_data/train/3922.jpg,"(3, 959, 808)"
3923.jpg,Plastic & fabric,./merged_data/train/3923.jpg,"(3, 151, 320)"
3924.jpg,Plastic & fabric,./merged_data/train/3924.jpg,"(3, 276, 79)"
3925.jpg,Steel,./merged_data/train/3925.jpg,"(3, 83, 108)"
3926.jpg,Plastic & fabric,./merged_data/train/3926.jpg,"(3, 499, 492)"
3927.jpg,Shingle,./merged_data/train/3927.jpg,"(3, 578, 264)"
3928.jpg,Ballasted,./merged_data/train/3928.jpg,"(3, 1153, 440)"
3929.jpg,Adhered,./merged_data/train/3929.jpg,"(3, 696, 505)"
3930.jpg,Steel,./merged_data/train/3930.jpg,"(3, 416, 458)"
3931.jpg,Adhered,./merged_data/train/3931.jpg,"(3, 509, 415)"
3932.jpg,Adhered,./merged_data/train/3932.jpg,"(3, 1606, 934)"
3933.jpg,Shingle,./merged_data/train/3933.jpg,"(3, 594, 492)"
3934.jpg,Concrete,./merged_data/train/3934.jpg,"(3, 1052, 2066)"
3935.jpg,Steel,./merged_data/train/3935.jpg,"(3, 1698, 1241)"
3936.jpg,Adhered,./merged_data/train/3936.jpg,"(3, 722, 126)"
3937.jpg,Concrete,./merged_data/train/3937.jpg,"(3, 2944, 1650)"
3938.jpg,Ballasted,./merged_data/train/3938.jpg,"(3, 407, 840)"
3939.jpg,Steel,./merged_data/train/3939.jpg,"(3, 416, 458)"
3940.jpg,Steel,./merged_data/train/3940.jpg,"(3, 932, 670)"
3941.jpg,Steel,./merged_data/train/3941.jpg,"(3, 641, 470)"
3942.jpg,Concrete,./merged_data/train/3942.jpg,"(3, 1733, 912)"
3943.jpg,Shingle,./merged_data/train/3943.jpg,"(3, 214, 974)"
3944.jpg,Shingle,./merged_data/train/3944.jpg,"(3, 623, 357)"
3945.jpg,Shingle,./merged_data/train/3945.jpg,"(3, 572, 371)"
3946.jpg,Steel,./merged_data/train/3946.jpg,"(3, 1100, 267)"
3947.jpg,Plastic & fabric,./merged_data/train/3947.jpg,"(3, 551, 390)"
3948.jpg,Concrete,./merged_data/train/3948.jpg,"(3, 1157, 1038)"
3949.jpg,Shingle,./merged_data/train/3949.jpg,"(3, 632, 986)"
3950.jpg,Steel,./merged_data/train/3950.jpg,"(3, 474, 462)"
3951.jpg,Concrete,./merged_data/train/3951.jpg,"(3, 969, 1087)"
3952.jpg,Adhered,./merged_data/train/3952.jpg,"(3, 486, 682)"
3953.jpg,Plastic & fabric,./merged_data/train/3953.jpg,"(3, 161, 536)"
3954.jpg,Shingle,./merged_data/train/3954.jpg,"(3, 324, 123)"
3955.jpg,Adhered,./merged_data/train/3955.jpg,"(3, 963, 575)"
3956.jpg,Steel,./merged_data/train/3956.jpg,"(3, 407, 615)"
3957.jpg,Ballasted,./merged_data/train/3957.jpg,"(3, 1008, 1983)"
3958.jpg,Ballasted,./merged_data/train/3958.jpg,"(3, 880, 667)"
3959.jpg,Steel,./merged_data/train/3959.jpg,"(3, 665, 113)"
3960.jpg,Shingle,./merged_data/train/3960.jpg,"(3, 214, 974)"
3961.jpg,Steel,./merged_data/train/3961.jpg,"(3, 758, 451)"
3962.jpg,Shingle,./merged_data/train/3962.jpg,"(3, 2404, 594)"
3963.jpg,Steel,./merged_data/train/3963.jpg,"(3, 236, 131)"
3964.jpg,Steel,./merged_data/train/3964.jpg,"(3, 836, 1236)"
3965.jpg,Steel,./merged_data/train/3965.jpg,"(3, 891, 675)"
3966.jpg,Plastic & fabric,./merged_data/train/3966.jpg,"(3, 187, 406)"
3967.jpg,Plastic & fabric,./merged_data/train/3967.jpg,"(3, 330, 102)"
3968.jpg,Steel,./merged_data/train/3968.jpg,"(3, 525, 227)"
3969.jpg,Shingle,./merged_data/train/3969.jpg,"(3, 459, 710)"
3970.jpg,Concrete,./merged_data/train/3970.jpg,"(3, 737, 2173)"
3971.jpg,Ballasted,./merged_data/train/3971.jpg,"(3, 1975, 2111)"
3972.jpg,Concrete,./merged_data/train/3972.jpg,"(3, 463, 876)"
3973.jpg,Steel,./merged_data/train/3973.jpg,"(3, 1787, 1228)"
3974.jpg,Plastic & fabric,./merged_data/train/3974.jpg,"(3, 1318, 1412)"
3975.jpg,Plastic & fabric,./merged_data/train/3975.jpg,"(3, 114, 189)"
3976.jpg,Shingle,./merged_data/train/3976.jpg,"(3, 457, 627)"
3977.jpg,Ballasted,./merged_data/train/3977.jpg,"(3, 6018, 2839)"
3978.jpg,Plastic & fabric,./merged_data/train/3978.jpg,"(3, 515, 144)"
3979.jpg,Steel,./merged_data/train/3979.jpg,"(3, 238, 200)"
3980.jpg,Ballasted,./merged_data/train/3980.jpg,"(3, 708, 606)"
3981.jpg,Shingle,./merged_data/train/3981.jpg,"(3, 902, 638)"
3982.jpg,Steel,./merged_data/train/3982.jpg,"(3, 86, 75)"
3983.jpg,Ballasted,./merged_data/train/3983.jpg,"(3, 1286, 1184)"
3984.jpg,Plastic & fabric,./merged_data/train/3984.jpg,"(3, 1003, 656)"
3985.jpg,Adhered,./merged_data/train/3985.jpg,"(3, 419, 111)"
3986.jpg,Concrete,./merged_data/train/3986.jpg,"(3, 1046, 773)"
3987.jpg,Adhered,./merged_data/train/3987.jpg,"(3, 715, 914)"
3988.jpg,Plastic & fabric,./merged_data/train/3988.jpg,"(3, 153, 451)"
3989.jpg,Adhered,./merged_data/train/3989.jpg,"(3, 518, 138)"
3990.jpg,Adhered,./merged_data/train/3990.jpg,"(3, 1152, 565)"
3991.jpg,Concrete,./merged_data/train/3991.jpg,"(3, 1557, 1316)"
3992.jpg,Shingle,./merged_data/train/3992.jpg,"(3, 596, 258)"
3993.jpg,Plastic & fabric,./merged_data/train/3993.jpg,"(3, 3018, 4374)"
3994.jpg,Steel,./merged_data/train/3994.jpg,"(3, 1441, 99)"
3995.jpg,Steel,./merged_data/train/3995.jpg,"(3, 714, 1086)"
3996.jpg,Plastic & fabric,./merged_data/train/3996.jpg,"(3, 1275, 1549)"
3997.jpg,Ballasted,./merged_data/train/3997.jpg,"(3, 1902, 1166)"
3998.jpg,Adhered,./merged_data/train/3998.jpg,"(3, 136, 233)"
3999.jpg,Concrete,./merged_data/train/3999.jpg,"(3, 4821, 2635)"
4000.jpg,Adhered,./merged_data/train/4000.jpg,"(3, 569, 423)"
4001.jpg,Steel,./merged_data/train/4001.jpg,"(3, 657, 124)"
4002.jpg,Plastic & fabric,./merged_data/train/4002.jpg,"(3, 414, 992)"
4003.jpg,Plastic & fabric,./merged_data/train/4003.jpg,"(3, 106, 210)"
4004.jpg,Steel,./merged_data/train/4004.jpg,"(3, 104, 56)"
4005.jpg,Concrete,./merged_data/train/4005.jpg,"(3, 1288, 1144)"
4006.jpg,Shingle,./merged_data/train/4006.jpg,"(3, 258, 784)"
4007.jpg,Shingle,./merged_data/train/4007.jpg,"(3, 788, 272)"
4008.jpg,Adhered,./merged_data/train/4008.jpg,"(3, 1941, 2224)"
4009.jpg,Plastic & fabric,./merged_data/train/4009.jpg,"(3, 580, 385)"
4010.jpg,Steel,./merged_data/train/4010.jpg,"(3, 280, 241)"
4011.jpg,Ballasted,./merged_data/train/4011.jpg,"(3, 2959, 1165)"
4012.jpg,Adhered,./merged_data/train/4012.jpg,"(3, 968, 784)"
4013.jpg,Steel,./merged_data/train/4013.jpg,"(3, 692, 480)"
4014.jpg,Shingle,./merged_data/train/4014.jpg,"(3, 902, 638)"
4015.jpg,Concrete,./merged_data/train/4015.jpg,"(3, 1046, 773)"
4016.jpg,Steel,./merged_data/train/4016.jpg,"(3, 1035, 699)"
4017.jpg,Adhered,./merged_data/train/4017.jpg,"(3, 818, 222)"
4018.jpg,Shingle,./merged_data/train/4018.jpg,"(3, 322, 295)"
4019.jpg,Concrete,./merged_data/train/4019.jpg,"(3, 691, 853)"
4020.jpg,Ballasted,./merged_data/train/4020.jpg,"(3, 2284, 2236)"
4021.jpg,Steel,./merged_data/train/4021.jpg,"(3, 472, 342)"
4022.jpg,Plastic & fabric,./merged_data/train/4022.jpg,"(3, 1095, 311)"
4023.jpg,Shingle,./merged_data/train/4023.jpg,"(3, 275, 156)"
4024.jpg,Shingle,./merged_data/train/4024.jpg,"(3, 844, 441)"
4025.jpg,Steel,./merged_data/train/4025.jpg,"(3, 264, 239)"
4026.jpg,Ballasted,./merged_data/train/4026.jpg,"(3, 1160, 955)"
4027.jpg,Plastic & fabric,./merged_data/train/4027.jpg,"(3, 94, 209)"
4028.jpg,Steel,./merged_data/train/4028.jpg,"(3, 633, 308)"
4029.jpg,Steel,./merged_data/train/4029.jpg,"(3, 1226, 1064)"
4030.jpg,Ballasted,./merged_data/train/4030.jpg,"(3, 820, 1303)"
4031.jpg,Concrete,./merged_data/train/4031.jpg,"(3, 1686, 1319)"
4032.jpg,Plastic & fabric,./merged_data/train/4032.jpg,"(3, 3035, 2332)"
4033.jpg,Shingle,./merged_data/train/4033.jpg,"(3, 1055, 652)"
4034.jpg,Shingle,./merged_data/train/4034.jpg,"(3, 1642, 116)"
4035.jpg,Concrete,./merged_data/train/4035.jpg,"(3, 1478, 1357)"
4036.jpg,Concrete,./merged_data/train/4036.jpg,"(3, 416, 559)"
4037.jpg,Steel,./merged_data/train/4037.jpg,"(3, 862, 309)"
4038.jpg,Plastic & fabric,./merged_data/train/4038.jpg,"(3, 3018, 4374)"
4039.jpg,Plastic & fabric,./merged_data/train/4039.jpg,"(3, 629, 351)"
4040.jpg,Steel,./merged_data/train/4040.jpg,"(3, 154, 175)"
4041.jpg,Concrete,./merged_data/train/4041.jpg,"(3, 239, 343)"
4042.jpg,Concrete,./merged_data/train/4042.jpg,"(3, 4532, 2065)"
4043.jpg,Concrete,./merged_data/train/4043.jpg,"(3, 1427, 549)"
4044.jpg,Plastic & fabric,./merged_data/train/4044.jpg,"(3, 2334, 5720)"
4045.jpg,Plastic & fabric,./merged_data/train/4045.jpg,"(3, 158, 164)"
4046.jpg,Shingle,./merged_data/train/4046.jpg,"(3, 1185, 275)"
4047.jpg,Steel,./merged_data/train/4047.jpg,"(3, 652, 427)"
4048.jpg,Steel,./merged_data/train/4048.jpg,"(3, 257, 240)"
4049.jpg,Adhered,./merged_data/train/4049.jpg,"(3, 1048, 481)"
4050.jpg,Plastic & fabric,./merged_data/train/4050.jpg,"(3, 417, 283)"
4051.jpg,Concrete,./merged_data/train/4051.jpg,"(3, 383, 527)"
4052.jpg,Ballasted,./merged_data/train/4052.jpg,"(3, 6018, 2839)"
4053.jpg,Adhered,./merged_data/train/4053.jpg,"(3, 758, 301)"
4054.jpg,Adhered,./merged_data/train/4054.jpg,"(3, 529, 161)"
4055.jpg,Concrete,./merged_data/train/4055.jpg,"(3, 711, 1769)"
4056.jpg,Concrete,./merged_data/train/4056.jpg,"(3, 247, 375)"
4057.jpg,Steel,./merged_data/train/4057.jpg,"(3, 223, 151)"
4058.jpg,Steel,./merged_data/train/4058.jpg,"(3, 280, 241)"
4059.jpg,Steel,./merged_data/train/4059.jpg,"(3, 596, 409)"
4060.jpg,Plastic & fabric,./merged_data/train/4060.jpg,"(3, 215, 141)"
4061.jpg,Plastic & fabric,./merged_data/train/4061.jpg,"(3, 325, 613)"
4062.jpg,Ballasted,./merged_data/train/4062.jpg,"(3, 4919, 2772)"
4063.jpg,Shingle,./merged_data/train/4063.jpg,"(3, 328, 314)"
4064.jpg,Ballasted,./merged_data/train/4064.jpg,"(3, 876, 434)"
4065.jpg,Plastic & fabric,./merged_data/train/4065.jpg,"(3, 623, 604)"
4066.jpg,Shingle,./merged_data/train/4066.jpg,"(3, 331, 265)"
4067.jpg,Adhered,./merged_data/train/4067.jpg,"(3, 968, 784)"
4068.jpg,Concrete,./merged_data/train/4068.jpg,"(3, 714, 706)"
4069.jpg,Adhered,./merged_data/train/4069.jpg,"(3, 863, 533)"
4070.jpg,Plastic & fabric,./merged_data/train/4070.jpg,"(3, 306, 271)"
4071.jpg,Steel,./merged_data/train/4071.jpg,"(3, 1467, 2407)"
4072.jpg,Adhered,./merged_data/train/4072.jpg,"(3, 72, 37)"
4073.jpg,Steel,./merged_data/train/4073.jpg,"(3, 511, 384)"
4074.jpg,Steel,./merged_data/train/4074.jpg,"(3, 847, 511)"
4075.jpg,Concrete,./merged_data/train/4075.jpg,"(3, 1692, 572)"
4076.jpg,Concrete,./merged_data/train/4076.jpg,"(3, 3172, 614)"
4077.jpg,Adhered,./merged_data/train/4077.jpg,"(3, 1425, 168)"
4078.jpg,Shingle,./merged_data/train/4078.jpg,"(3, 223, 143)"
4079.jpg,Ballasted,./merged_data/train/4079.jpg,"(3, 848, 564)"
4080.jpg,Shingle,./merged_data/train/4080.jpg,"(3, 808, 108)"
4081.jpg,Ballasted,./merged_data/train/4081.jpg,"(3, 963, 871)"
4082.jpg,Shingle,./merged_data/train/4082.jpg,"(3, 359, 338)"
4083.jpg,Steel,./merged_data/train/4083.jpg,"(3, 891, 675)"
4084.jpg,Plastic & fabric,./merged_data/train/4084.jpg,"(3, 175, 93)"
4085.jpg,Shingle,./merged_data/train/4085.jpg,"(3, 113, 63)"
4086.jpg,Shingle,./merged_data/train/4086.jpg,"(3, 275, 156)"
4087.jpg,Plastic & fabric,./merged_data/train/4087.jpg,"(3, 295, 211)"
4088.jpg,Plastic & fabric,./merged_data/train/4088.jpg,"(3, 149, 318)"
4089.jpg,Plastic & fabric,./merged_data/train/4089.jpg,"(3, 184, 440)"
4090.jpg,Shingle,./merged_data/train/4090.jpg,"(3, 303, 323)"
4091.jpg,Ballasted,./merged_data/train/4091.jpg,"(3, 2339, 1857)"
4092.jpg,Ballasted,./merged_data/train/4092.jpg,"(3, 770, 356)"
4093.jpg,Steel,./merged_data/train/4093.jpg,"(3, 78, 57)"
4094.jpg,Shingle,./merged_data/train/4094.jpg,"(3, 287, 189)"
4095.jpg,Plastic & fabric,./merged_data/train/4095.jpg,"(3, 163, 151)"
4096.jpg,Plastic & fabric,./merged_data/train/4096.jpg,"(3, 2105, 1953)"
4097.jpg,Steel,./merged_data/train/4097.jpg,"(3, 614, 465)"
4098.jpg,Shingle,./merged_data/train/4098.jpg,"(3, 645, 159)"
4099.jpg,Steel,./merged_data/train/4099.jpg,"(3, 1600, 1680)"
4100.jpg,Adhered,./merged_data/train/4100.jpg,"(3, 875, 529)"
4101.jpg,Adhered,./merged_data/train/4101.jpg,"(3, 587, 249)"
4102.jpg,Steel,./merged_data/train/4102.jpg,"(3, 710, 247)"
4103.jpg,Concrete,./merged_data/train/4103.jpg,"(3, 2241, 1639)"
4104.jpg,Plastic & fabric,./merged_data/train/4104.jpg,"(3, 1015, 816)"
4105.jpg,Concrete,./merged_data/train/4105.jpg,"(3, 1046, 773)"
4106.jpg,Adhered,./merged_data/train/4106.jpg,"(3, 334, 298)"
4107.jpg,Steel,./merged_data/train/4107.jpg,"(3, 342, 1093)"
4108.jpg,Adhered,./merged_data/train/4108.jpg,"(3, 166, 283)"
4109.jpg,Shingle,./merged_data/train/4109.jpg,"(3, 1285, 1278)"
4110.jpg,Shingle,./merged_data/train/4110.jpg,"(3, 584, 664)"
4111.jpg,Ballasted,./merged_data/train/4111.jpg,"(3, 2215, 1218)"
4112.jpg,Steel,./merged_data/train/4112.jpg,"(3, 808, 381)"
4113.jpg,Plastic & fabric,./merged_data/train/4113.jpg,"(3, 209, 81)"
4114.jpg,Plastic & fabric,./merged_data/train/4114.jpg,"(3, 465, 399)"
4115.jpg,Shingle,./merged_data/train/4115.jpg,"(3, 81, 64)"
4116.jpg,Shingle,./merged_data/train/4116.jpg,"(3, 402, 165)"
4117.jpg,Concrete,./merged_data/train/4117.jpg,"(3, 1406, 1663)"
4118.jpg,Plastic & fabric,./merged_data/train/4118.jpg,"(3, 276, 79)"
4119.jpg,Adhered,./merged_data/train/4119.jpg,"(3, 871, 526)"
4120.jpg,Steel,./merged_data/train/4120.jpg,"(3, 619, 428)"
4121.jpg,Concrete,./merged_data/train/4121.jpg,"(3, 1946, 1623)"
4122.jpg,Adhered,./merged_data/train/4122.jpg,"(3, 686, 756)"
4123.jpg,Steel,./merged_data/train/4123.jpg,"(3, 102, 74)"
4124.jpg,Concrete,./merged_data/train/4124.jpg,"(3, 646, 850)"
4125.jpg,Steel,./merged_data/train/4125.jpg,"(3, 80, 37)"
4126.jpg,Steel,./merged_data/train/4126.jpg,"(3, 466, 1154)"
4127.jpg,Adhered,./merged_data/train/4127.jpg,"(3, 1139, 629)"
4128.jpg,Steel,./merged_data/train/4128.jpg,"(3, 86, 75)"
4129.jpg,Ballasted,./merged_data/train/4129.jpg,"(3, 74, 153)"
4130.jpg,Ballasted,./merged_data/train/4130.jpg,"(3, 1359, 1186)"
4131.jpg,Concrete,./merged_data/train/4131.jpg,"(3, 1203, 739)"
4132.jpg,Steel,./merged_data/train/4132.jpg,"(3, 751, 348)"
4133.jpg,Adhered,./merged_data/train/4133.jpg,"(3, 771, 235)"
4134.jpg,Plastic & fabric,./merged_data/train/4134.jpg,"(3, 417, 283)"
4135.jpg,Plastic & fabric,./merged_data/train/4135.jpg,"(3, 373, 213)"
4136.jpg,Ballasted,./merged_data/train/4136.jpg,"(3, 532, 1242)"
4137.jpg,Adhered,./merged_data/train/4137.jpg,"(3, 1144, 700)"
